0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0.97,0.96,0.95,0.94,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.96,0.95,0.94,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0.99,1.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.9299999999999999,0.94,0.95,0.96,0.97,0.98,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.0,0.99,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0.9299999999999999,0.94,0.95,0.96,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0.97,0.96,0.95,0,0,0,0,0,1.0,0,0,0,0.94,0,0,0,0,0,0,0,0,0.92,0.9299999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.94,0.9299999999999999,0.92,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0.99,1.0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.92,0.91,0,0,0,0,0,0,0,0,0.9299999999999999,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0.95,0,0,1.0,0,0,0,0,0,0,0.96,0.97,0.98,0.99,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.97,0.98,0.99,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0.9299999999999999,0,0,0,0,0,0,0,0.9,0.91,0.92,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.99,0,3,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0.95,0.96,0.97,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0.9299999999999999,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0.89,0.9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0.97,0.96,0.95,0.94,0.9299999999999999,0.92,0.91,0,1.0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.88,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
